"","cell_type","0","1","virus"
"561","Suprabasal keratinocytes",1,NA,"UP000008448"
"562","Syncytiotrophoblasts",NA,1,"UP000008448"
"563","T-cells",1,NA,"UP000008448"
"564","Undifferentiated cells",1,NA,"UP000008448"
"565","dendritic cells",1,NA,"UP000008448"
"566","granulocytes",1,NA,"UP000008448"
"567","monocytes",1,NA,"UP000008448"
"568","Adipocytes",2,NA,"UP000000569"
"569","Alveolar cells type 1",2,NA,"UP000000569"
"570","Alveolar cells type 2",2,NA,"UP000000569"
"571","Astrocytes",2,NA,"UP000000569"
"572","B-cells",2,NA,"UP000000569"
"573","Basal keratinocytes",2,NA,"UP000000569"
"574","Basal prostatic cells",2,NA,"UP000000569"
"575","Basal respiratory cells",2,NA,"UP000000569"
"576","Basal squamous epithelial cells",2,NA,"UP000000569"
"577","Bipolar cells",2,NA,"UP000000569"
"578","Breast glandular cells",2,NA,"UP000000569"
"579","Breast myoepithelial cells",2,NA,"UP000000569"
"580","Cardiomyocytes",2,NA,"UP000000569"
"581","Cholangiocytes",2,NA,"UP000000569"
"582","Ciliated cells",2,NA,"UP000000569"
"583","Club cells",2,NA,"UP000000569"
"584","Collecting duct cells",2,NA,"UP000000569"
"585","Cone photoreceptor cells",2,NA,"UP000000569"
"586","Cytotrophoblasts",2,NA,"UP000000569"
"587","Distal enterocytes",2,NA,"UP000000569"
"588","Distal tubular cells",2,NA,"UP000000569"
"589","Ductal cells",2,NA,"UP000000569"
"590","Early spermatids",NA,2,"UP000000569"
"591","Endometrial stromal cells",2,NA,"UP000000569"
"592","Endothelial cells",2,NA,"UP000000569"
"593","Enteroendocrine cells",2,NA,"UP000000569"
"594","Erythroid cells",2,NA,"UP000000569"
"595","Excitatory neurons",NA,2,"UP000000569"
"596","Exocrine glandular cells",2,NA,"UP000000569"
"597","Extravillous trophoblasts",2,NA,"UP000000569"
"598","Fibroblasts",2,NA,"UP000000569"
"599","Gastric mucus-secreting cells",2,NA,"UP000000569"
"600","Glandular and luminal cells",2,NA,"UP000000569"
"601","Granulosa cells",2,NA,"UP000000569"
"602","Hepatocytes",2,NA,"UP000000569"
"603","Hofbauer cells",2,NA,"UP000000569"
"604","Horizontal cells",2,NA,"UP000000569"
"605","Inhibitory neurons",2,NA,"UP000000569"
"606","Intestinal goblet cells",2,NA,"UP000000569"
"607","Ionocytes",2,NA,"UP000000569"
"608","Kupffer cells",2,NA,"UP000000569"
"609","Langerhans cells",2,NA,"UP000000569"
"610","Late spermatids",NA,2,"UP000000569"
"611","Leydig cells",2,NA,"UP000000569"
"612","Lymphatic endothelial cells",2,NA,"UP000000569"
"613","Macrophages",2,NA,"UP000000569"
"614","Melanocytes",2,NA,"UP000000569"
"615","Mesothelial cells",2,NA,"UP000000569"
"616","Microglial cells",2,NA,"UP000000569"
"617","Mucus glandular cells",2,NA,"UP000000569"
"618","Muller glia cells",2,NA,"UP000000569"
"619","NK-cells",2,NA,"UP000000569"
"620","Oligodendrocyte precursor cells",NA,2,"UP000000569"
"621","Oligodendrocytes",2,NA,"UP000000569"
"622","Oocytes",2,NA,"UP000000569"
"623","Ovarian stromal cells",2,NA,"UP000000569"
"624","Pancreatic endocrine cells",2,NA,"UP000000569"
"625","Paneth cells",2,NA,"UP000000569"
"626","Peritubular cells",2,NA,"UP000000569"
"627","Plasma cells",2,NA,"UP000000569"
"628","Prostatic glandular cells",2,NA,"UP000000569"
"629","Proximal enterocytes",2,NA,"UP000000569"
"630","Proximal tubular cells",2,NA,"UP000000569"
"631","Rod photoreceptor cells",2,NA,"UP000000569"
"632","Salivary duct cells",2,NA,"UP000000569"
"633","Schwann cells",2,NA,"UP000000569"
"634","Secretory cells",2,NA,"UP000000569"
"635","Serous glandular cells",2,NA,"UP000000569"
"636","Sertoli cells",2,NA,"UP000000569"
"637","Skeletal myocytes",2,NA,"UP000000569"
"638","Smooth muscle cells",2,NA,"UP000000569"
"639","Spermatocytes",2,NA,"UP000000569"
"640","Spermatogonia",2,NA,"UP000000569"
"641","Squamous epithelial cells",2,NA,"UP000000569"
"642","Suprabasal keratinocytes",2,NA,"UP000000569"
"643","Syncytiotrophoblasts",2,NA,"UP000000569"
"644","T-cells",2,NA,"UP000000569"
"645","Undifferentiated cells",2,NA,"UP000000569"
"646","dendritic cells",2,NA,"UP000000569"
"647","granulocytes",2,NA,"UP000000569"
"648","monocytes",2,NA,"UP000000569"
"649","Adipocytes",3,NA,"UP000029753"
"650","Alveolar cells type 1",3,NA,"UP000029753"
"651","Alveolar cells type 2",3,NA,"UP000029753"
"652","Astrocytes",3,NA,"UP000029753"
"653","B-cells",3,NA,"UP000029753"
"654","Basal keratinocytes",3,NA,"UP000029753"
"655","Basal prostatic cells",3,NA,"UP000029753"
"656","Basal respiratory cells",3,NA,"UP000029753"
"657","Basal squamous epithelial cells",3,NA,"UP000029753"
"658","Bipolar cells",3,NA,"UP000029753"
"659","Breast glandular cells",3,NA,"UP000029753"
"660","Breast myoepithelial cells",3,NA,"UP000029753"
"661","Cardiomyocytes",2,1,"UP000029753"
"662","Cholangiocytes",3,NA,"UP000029753"
"663","Ciliated cells",3,NA,"UP000029753"
"664","Club cells",3,NA,"UP000029753"
"665","Collecting duct cells",3,NA,"UP000029753"
"666","Cone photoreceptor cells",1,2,"UP000029753"
"667","Cytotrophoblasts",3,NA,"UP000029753"
"668","Distal enterocytes",3,NA,"UP000029753"
"669","Distal tubular cells",3,NA,"UP000029753"
"670","Ductal cells",3,NA,"UP000029753"
"671","Early spermatids",1,2,"UP000029753"
"672","Endometrial stromal cells",3,NA,"UP000029753"
"673","Endothelial cells",3,NA,"UP000029753"
"674","Enteroendocrine cells",3,NA,"UP000029753"
"675","Erythroid cells",3,NA,"UP000029753"
"676","Excitatory neurons",3,NA,"UP000029753"
"677","Exocrine glandular cells",3,NA,"UP000029753"
"678","Extravillous trophoblasts",3,NA,"UP000029753"
"679","Fibroblasts",3,NA,"UP000029753"
"680","Gastric mucus-secreting cells",3,NA,"UP000029753"
"681","Glandular and luminal cells",3,NA,"UP000029753"
"682","Granulosa cells",3,NA,"UP000029753"
"683","Hepatocytes",3,NA,"UP000029753"
"684","Hofbauer cells",3,NA,"UP000029753"
"685","Horizontal cells",3,NA,"UP000029753"
"686","Inhibitory neurons",3,NA,"UP000029753"
"687","Intestinal goblet cells",3,NA,"UP000029753"
"688","Ionocytes",3,NA,"UP000029753"
"689","Kupffer cells",3,NA,"UP000029753"
"690","Langerhans cells",3,NA,"UP000029753"
"691","Late spermatids",3,NA,"UP000029753"
"692","Leydig cells",3,NA,"UP000029753"
"693","Lymphatic endothelial cells",3,NA,"UP000029753"
"694","Macrophages",3,NA,"UP000029753"
"695","Melanocytes",3,NA,"UP000029753"
"696","Mesothelial cells",3,NA,"UP000029753"
"697","Microglial cells",3,NA,"UP000029753"
"698","Mucus glandular cells",3,NA,"UP000029753"
"699","Muller glia cells",2,1,"UP000029753"
"700","NK-cells",3,NA,"UP000029753"
"701","Oligodendrocyte precursor cells",3,NA,"UP000029753"
"702","Oligodendrocytes",3,NA,"UP000029753"
"703","Oocytes",2,1,"UP000029753"
"704","Ovarian stromal cells",3,NA,"UP000029753"
"705","Pancreatic endocrine cells",3,NA,"UP000029753"
"706","Paneth cells",3,NA,"UP000029753"
"707","Peritubular cells",3,NA,"UP000029753"
"708","Plasma cells",3,NA,"UP000029753"
"709","Prostatic glandular cells",2,1,"UP000029753"
"710","Proximal enterocytes",3,NA,"UP000029753"
"711","Proximal tubular cells",3,NA,"UP000029753"
"712","Rod photoreceptor cells",1,2,"UP000029753"
"713","Salivary duct cells",3,NA,"UP000029753"
"714","Schwann cells",3,NA,"UP000029753"
"715","Secretory cells",3,NA,"UP000029753"
"716","Serous glandular cells",3,NA,"UP000029753"
"717","Sertoli cells",3,NA,"UP000029753"
"718","Skeletal myocytes",3,NA,"UP000029753"
"719","Smooth muscle cells",3,NA,"UP000029753"
"720","Spermatocytes",1,2,"UP000029753"
"721","Spermatogonia",3,NA,"UP000029753"
"722","Squamous epithelial cells",3,NA,"UP000029753"
"723","Suprabasal keratinocytes",3,NA,"UP000029753"
"724","Syncytiotrophoblasts",3,NA,"UP000029753"
"725","T-cells",3,NA,"UP000029753"
"726","Undifferentiated cells",3,NA,"UP000029753"
"727","dendritic cells",3,NA,"UP000029753"
"728","granulocytes",3,NA,"UP000029753"
"729","monocytes",3,NA,"UP000029753"
"730","Adipocytes",849,32,"UP000152733"
"731","Alveolar cells type 1",860,21,"UP000152733"
"732","Alveolar cells type 2",881,NA,"UP000152733"
"733","Astrocytes",851,30,"UP000152733"
"734","B-cells",879,2,"UP000152733"
"735","Basal keratinocytes",846,35,"UP000152733"
"736","Basal prostatic cells",881,NA,"UP000152733"
"737","Basal respiratory cells",872,9,"UP000152733"
"738","Basal squamous epithelial cells",875,6,"UP000152733"
"739","Bipolar cells",877,4,"UP000152733"
"740","Breast glandular cells",860,21,"UP000152733"
"741","Breast myoepithelial cells",860,21,"UP000152733"
"742","Cardiomyocytes",850,31,"UP000152733"
"743","Cholangiocytes",881,NA,"UP000152733"
"744","Ciliated cells",871,10,"UP000152733"
"745","Club cells",879,2,"UP000152733"
"746","Collecting duct cells",881,NA,"UP000152733"
"747","Cone photoreceptor cells",850,31,"UP000152733"
"748","Cytotrophoblasts",816,65,"UP000152733"
"749","Distal enterocytes",858,23,"UP000152733"
"750","Distal tubular cells",880,1,"UP000152733"
"751","Ductal cells",863,18,"UP000152733"
"752","Early spermatids",838,43,"UP000152733"
"753","Endometrial stromal cells",881,NA,"UP000152733"
"754","Endothelial cells",877,4,"UP000152733"
"755","Enteroendocrine cells",881,NA,"UP000152733"
"756","Erythroid cells",587,294,"UP000152733"
"757","Excitatory neurons",859,22,"UP000152733"
"758","Exocrine glandular cells",876,5,"UP000152733"
"759","Extravillous trophoblasts",619,262,"UP000152733"
"760","Fibroblasts",853,28,"UP000152733"
"761","Gastric mucus-secreting cells",880,1,"UP000152733"
"762","Glandular and luminal cells",880,1,"UP000152733"
"763","Granulosa cells",880,1,"UP000152733"
"764","Hepatocytes",861,20,"UP000152733"
"765","Hofbauer cells",839,42,"UP000152733"
"766","Horizontal cells",877,4,"UP000152733"
"767","Inhibitory neurons",834,47,"UP000152733"
"768","Intestinal goblet cells",881,NA,"UP000152733"
"769","Ionocytes",878,3,"UP000152733"
"770","Kupffer cells",875,6,"UP000152733"
"771","Langerhans cells",873,8,"UP000152733"
"772","Late spermatids",793,88,"UP000152733"
"773","Leydig cells",880,1,"UP000152733"
"774","Lymphatic endothelial cells",875,6,"UP000152733"
"775","Macrophages",875,6,"UP000152733"
"776","Melanocytes",881,NA,"UP000152733"
"777","Mesothelial cells",881,NA,"UP000152733"
"778","Microglial cells",851,30,"UP000152733"
"779","Mucus glandular cells",875,6,"UP000152733"
"780","Muller glia cells",875,6,"UP000152733"
"781","NK-cells",868,13,"UP000152733"
"782","Oligodendrocyte precursor cells",843,38,"UP000152733"
"783","Oligodendrocytes",849,32,"UP000152733"
"784","Oocytes",840,41,"UP000152733"
"785","Ovarian stromal cells",855,26,"UP000152733"
"786","Pancreatic endocrine cells",860,21,"UP000152733"
"787","Paneth cells",881,NA,"UP000152733"
"788","Peritubular cells",881,NA,"UP000152733"
"789","Plasma cells",625,256,"UP000152733"
"790","Prostatic glandular cells",877,4,"UP000152733"
"791","Proximal enterocytes",863,18,"UP000152733"
"792","Proximal tubular cells",863,18,"UP000152733"
"793","Rod photoreceptor cells",855,26,"UP000152733"
"794","Salivary duct cells",874,7,"UP000152733"
"795","Schwann cells",881,NA,"UP000152733"
"796","Secretory cells",881,NA,"UP000152733"
"797","Serous glandular cells",874,7,"UP000152733"
"798","Sertoli cells",855,26,"UP000152733"
"799","Skeletal myocytes",874,7,"UP000152733"
"800","Smooth muscle cells",855,26,"UP000152733"
"801","Spermatocytes",468,413,"UP000152733"
"802","Spermatogonia",840,41,"UP000152733"
"803","Squamous epithelial cells",873,8,"UP000152733"
"804","Suprabasal keratinocytes",847,34,"UP000152733"
"805","Syncytiotrophoblasts",870,11,"UP000152733"
"806","T-cells",875,6,"UP000152733"
"807","Undifferentiated cells",628,253,"UP000152733"
"808","dendritic cells",856,25,"UP000152733"
"809","granulocytes",881,NA,"UP000152733"
"810","monocytes",867,14,"UP000152733"
"811","Adipocytes",1,NA,"UP000008767"
"812","Alveolar cells type 1",1,NA,"UP000008767"
"813","Alveolar cells type 2",1,NA,"UP000008767"
"814","Astrocytes",1,NA,"UP000008767"
"815","B-cells",1,NA,"UP000008767"
"816","Basal keratinocytes",1,NA,"UP000008767"
"817","Basal prostatic cells",1,NA,"UP000008767"
"818","Basal respiratory cells",1,NA,"UP000008767"
"819","Basal squamous epithelial cells",1,NA,"UP000008767"
"820","Bipolar cells",NA,1,"UP000008767"
"821","Breast glandular cells",1,NA,"UP000008767"
"822","Breast myoepithelial cells",1,NA,"UP000008767"
"823","Cardiomyocytes",1,NA,"UP000008767"
"824","Cholangiocytes",1,NA,"UP000008767"
"825","Ciliated cells",1,NA,"UP000008767"
"826","Club cells",1,NA,"UP000008767"
"827","Collecting duct cells",1,NA,"UP000008767"
"828","Cone photoreceptor cells",1,NA,"UP000008767"
"829","Cytotrophoblasts",1,NA,"UP000008767"
"830","Distal enterocytes",1,NA,"UP000008767"
"831","Distal tubular cells",1,NA,"UP000008767"
"832","Ductal cells",1,NA,"UP000008767"
"833","Early spermatids",1,NA,"UP000008767"
"834","Endometrial stromal cells",1,NA,"UP000008767"
"835","Endothelial cells",1,NA,"UP000008767"
"836","Enteroendocrine cells",1,NA,"UP000008767"
"837","Erythroid cells",1,NA,"UP000008767"
"838","Excitatory neurons",1,NA,"UP000008767"
"839","Exocrine glandular cells",1,NA,"UP000008767"
"840","Extravillous trophoblasts",1,NA,"UP000008767"
"841","Fibroblasts",1,NA,"UP000008767"
"842","Gastric mucus-secreting cells",1,NA,"UP000008767"
"843","Glandular and luminal cells",1,NA,"UP000008767"
"844","Granulosa cells",1,NA,"UP000008767"
"845","Hepatocytes",1,NA,"UP000008767"
"846","Hofbauer cells",1,NA,"UP000008767"
"847","Horizontal cells",NA,1,"UP000008767"
"848","Inhibitory neurons",NA,1,"UP000008767"
"849","Intestinal goblet cells",1,NA,"UP000008767"
"850","Ionocytes",1,NA,"UP000008767"
"851","Kupffer cells",1,NA,"UP000008767"
"852","Langerhans cells",1,NA,"UP000008767"
"853","Late spermatids",1,NA,"UP000008767"
"854","Leydig cells",1,NA,"UP000008767"
"855","Lymphatic endothelial cells",1,NA,"UP000008767"
"856","Macrophages",1,NA,"UP000008767"
"857","Melanocytes",1,NA,"UP000008767"
"858","Mesothelial cells",1,NA,"UP000008767"
"859","Microglial cells",1,NA,"UP000008767"
"860","Mucus glandular cells",1,NA,"UP000008767"
"861","Muller glia cells",1,NA,"UP000008767"
"862","NK-cells",1,NA,"UP000008767"
"863","Oligodendrocyte precursor cells",1,NA,"UP000008767"
"864","Oligodendrocytes",1,NA,"UP000008767"
"865","Oocytes",NA,1,"UP000008767"
"866","Ovarian stromal cells",1,NA,"UP000008767"
"867","Pancreatic endocrine cells",1,NA,"UP000008767"
"868","Paneth cells",1,NA,"UP000008767"
"869","Peritubular cells",1,NA,"UP000008767"
"870","Plasma cells",1,NA,"UP000008767"
"871","Prostatic glandular cells",1,NA,"UP000008767"
"872","Proximal enterocytes",1,NA,"UP000008767"
"873","Proximal tubular cells",1,NA,"UP000008767"
"874","Rod photoreceptor cells",1,NA,"UP000008767"
"875","Salivary duct cells",1,NA,"UP000008767"
"876","Schwann cells",1,NA,"UP000008767"
"877","Secretory cells",1,NA,"UP000008767"
"878","Serous glandular cells",1,NA,"UP000008767"
"879","Sertoli cells",1,NA,"UP000008767"
"880","Skeletal myocytes",1,NA,"UP000008767"
"881","Smooth muscle cells",1,NA,"UP000008767"
"882","Spermatocytes",1,NA,"UP000008767"
"883","Spermatogonia",1,NA,"UP000008767"
"884","Squamous epithelial cells",1,NA,"UP000008767"
"885","Suprabasal keratinocytes",1,NA,"UP000008767"
"886","Syncytiotrophoblasts",1,NA,"UP000008767"
"887","T-cells",1,NA,"UP000008767"
"888","Undifferentiated cells",1,NA,"UP000008767"
"889","dendritic cells",1,NA,"UP000008767"
"890","granulocytes",1,NA,"UP000008767"
"891","monocytes",1,NA,"UP000008767"
"892","Adipocytes",2,NA,"UP000181622"
"893","Alveolar cells type 1",1,1,"UP000181622"
"894","Alveolar cells type 2",1,1,"UP000181622"
"895","Astrocytes",2,NA,"UP000181622"
"896","B-cells",2,NA,"UP000181622"
"897","Basal keratinocytes",2,NA,"UP000181622"
"898","Basal prostatic cells",2,NA,"UP000181622"
"899","Basal respiratory cells",2,NA,"UP000181622"
"900","Basal squamous epithelial cells",2,NA,"UP000181622"
"901","Bipolar cells",2,NA,"UP000181622"
"902","Breast glandular cells",2,NA,"UP000181622"
"903","Breast myoepithelial cells",2,NA,"UP000181622"
"904","Cardiomyocytes",2,NA,"UP000181622"
"905","Cholangiocytes",2,NA,"UP000181622"
"906","Ciliated cells",2,NA,"UP000181622"
"907","Club cells",2,NA,"UP000181622"
"908","Collecting duct cells",2,NA,"UP000181622"
"909","Cone photoreceptor cells",2,NA,"UP000181622"
"910","Cytotrophoblasts",2,NA,"UP000181622"
"911","Distal enterocytes",1,1,"UP000181622"
"912","Distal tubular cells",2,NA,"UP000181622"
"913","Ductal cells",2,NA,"UP000181622"
"914","Early spermatids",2,NA,"UP000181622"
"915","Endometrial stromal cells",2,NA,"UP000181622"
"916","Endothelial cells",2,NA,"UP000181622"
"917","Enteroendocrine cells",2,NA,"UP000181622"
"918","Erythroid cells",2,NA,"UP000181622"
"919","Excitatory neurons",2,NA,"UP000181622"
"920","Exocrine glandular cells",2,NA,"UP000181622"
"921","Extravillous trophoblasts",2,NA,"UP000181622"
"922","Fibroblasts",2,NA,"UP000181622"
"923","Gastric mucus-secreting cells",1,1,"UP000181622"
"924","Glandular and luminal cells",1,1,"UP000181622"
"925","Granulosa cells",2,NA,"UP000181622"
"926","Hepatocytes",2,NA,"UP000181622"
"927","Hofbauer cells",2,NA,"UP000181622"
"928","Horizontal cells",2,NA,"UP000181622"
"929","Inhibitory neurons",2,NA,"UP000181622"
"930","Intestinal goblet cells",1,1,"UP000181622"
"931","Ionocytes",2,NA,"UP000181622"
"932","Kupffer cells",2,NA,"UP000181622"
"933","Langerhans cells",2,NA,"UP000181622"
"934","Late spermatids",2,NA,"UP000181622"
"935","Leydig cells",2,NA,"UP000181622"
"936","Lymphatic endothelial cells",2,NA,"UP000181622"
"937","Macrophages",2,NA,"UP000181622"
"938","Melanocytes",2,NA,"UP000181622"
"939","Mesothelial cells",2,NA,"UP000181622"
"940","Microglial cells",2,NA,"UP000181622"
"941","Mucus glandular cells",2,NA,"UP000181622"
"942","Muller glia cells",2,NA,"UP000181622"
"943","NK-cells",2,NA,"UP000181622"
"944","Oligodendrocyte precursor cells",2,NA,"UP000181622"
"945","Oligodendrocytes",2,NA,"UP000181622"
"946","Oocytes",2,NA,"UP000181622"
"947","Ovarian stromal cells",2,NA,"UP000181622"
"948","Pancreatic endocrine cells",2,NA,"UP000181622"
"949","Paneth cells",2,NA,"UP000181622"
"950","Peritubular cells",2,NA,"UP000181622"
"951","Plasma cells",2,NA,"UP000181622"
"952","Prostatic glandular cells",2,NA,"UP000181622"
"953","Proximal enterocytes",2,NA,"UP000181622"
"954","Proximal tubular cells",2,NA,"UP000181622"
"955","Rod photoreceptor cells",2,NA,"UP000181622"
"956","Salivary duct cells",1,1,"UP000181622"
"957","Schwann cells",2,NA,"UP000181622"
"958","Secretory cells",2,NA,"UP000181622"
"959","Serous glandular cells",2,NA,"UP000181622"
"960","Sertoli cells",2,NA,"UP000181622"
"961","Skeletal myocytes",2,NA,"UP000181622"
"962","Smooth muscle cells",2,NA,"UP000181622"
"963","Spermatocytes",2,NA,"UP000181622"
"964","Spermatogonia",2,NA,"UP000181622"
"965","Squamous epithelial cells",2,NA,"UP000181622"
"966","Suprabasal keratinocytes",2,NA,"UP000181622"
"967","Syncytiotrophoblasts",2,NA,"UP000181622"
"968","T-cells",2,NA,"UP000181622"
"969","Undifferentiated cells",2,NA,"UP000181622"
"970","dendritic cells",2,NA,"UP000181622"
"971","granulocytes",2,NA,"UP000181622"
"972","monocytes",2,NA,"UP000181622"
"973","Adipocytes",2,NA,"UP000000278"
"974","Alveolar cells type 1",2,NA,"UP000000278"
"975","Alveolar cells type 2",2,NA,"UP000000278"
"976","Astrocytes",1,1,"UP000000278"
"977","B-cells",2,NA,"UP000000278"
"978","Basal keratinocytes",2,NA,"UP000000278"
"979","Basal prostatic cells",2,NA,"UP000000278"
"980","Basal respiratory cells",2,NA,"UP000000278"
"981","Basal squamous epithelial cells",2,NA,"UP000000278"
"982","Bipolar cells",2,NA,"UP000000278"
"983","Breast glandular cells",2,NA,"UP000000278"
"984","Breast myoepithelial cells",2,NA,"UP000000278"
"985","Cardiomyocytes",2,NA,"UP000000278"
"986","Cholangiocytes",2,NA,"UP000000278"
